ID,n,Result vector,Average Runtime [ms],Number of steps,Epsilon,Number of unsatisfied clauses,Best configuration found at,Result Label
90,50,"1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 0 1 ",11.4234,1100,0,0,718,0.6;50M
900,50,"1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 1 0 1 0 1 1 1 0 1 0 0 1 1 0 1 1 1 ",8.9638,1000,0,0,602,0.6;50M
901,50,"0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 0 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 ",9.4585,1100,0,0,988,0.6;50M
902,50,"1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 ",9.2469,1050,0,0,894,0.6;50M
903,50,"1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 ",9.7786,1050,0,0,984,0.6;50M
904,50,"0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 1 0 1 1 1 0 1 1 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 0 ",9.7427,1050,0,0,136,0.6;50M
905,50,"0 1 1 0 0 1 1 0 0 0 0 1 1 0 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 ",9.2673,1050,0,0,1047,0.6;50M
906,50,"1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1 1 ",9.7589,1150,0,0,747,0.6;50M
907,50,"1 1 1 0 1 1 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 0 0 1 0 0 0 1 1 1 0 1 ",7.5912,900,0,0,669,0.6;50M
908,50,"1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 0 1 1 ",10.69,1200,0,0,1070,0.6;50M
909,50,"1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 ",9.6993,1100,0,0,1094,0.6;50M
91,50,"1 0 1 1 0 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 1 ",10.2713,1200,0,0,1069,0.6;50M
910,50,"1 1 0 1 1 0 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 ",8.6982,1000,0,0,826,0.6;50M
911,50,"1 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 1 1 0 1 ",9.2609,1050,0,0,1031,0.6;50M
912,50,"1 1 0 0 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1 1 0 ",9.1112,1050,0,0,943,0.6;50M
913,50,"1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 0 0 0 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 ",7.5107,900,0,0,215,0.6;50M
914,50,"0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 ",9.9851,1150,0,0,986,0.6;50M
915,50,"1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 ",9.5273,1100,0,0,1044,0.6;50M
916,50,"1 1 1 0 1 0 1 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 0 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0 1 ",9.6636,1100,0,0,1075,0.6;50M
917,50,"1 1 1 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 0 0 1 1 0 1 1 1 1 0 0 1 1 0 ",9.9955,1150,0,0,1109,0.6;50M
918,50,"1 0 0 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 ",9.0772,1050,0,0,1017,0.6;50M
919,50,"0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 0 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 ",9.1474,1050,0,0,1021,0.6;50M
92,50,"0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 ",9.5866,1100,0,0,1079,0.6;50M
920,50,"1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 ",8.674,1000,0,0,991,0.6;50M
921,50,"1 0 0 0 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 ",10.4124,1200,0,0,1071,0.6;50M
922,50,"1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0 1 1 1 0 0 0 1 1 1 0 ",10.3222,1200,0,0,712,0.6;50M
923,50,"1 1 0 0 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1 1 ",10.0505,1150,0,0,1060,0.6;50M
924,50,"1 0 0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 1 1 ",9.5453,1100,0,0,824,0.6;50M
925,50,"1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 1 1 1 0 ",10.7961,1250,0,0,1218,0.6;50M
926,50,"1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 0 ",9.3972,1100,0,0,1054,0.6;50M
927,50,"0 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 ",9.482,1050,0,0,376,0.6;50M
928,50,"1 1 1 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 ",8.3746,1000,0,0,742,0.6;50M
929,50,"1 1 1 1 1 1 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 ",9.9029,1100,0,0,1011,0.6;50M
93,50,"1 0 0 1 1 0 1 1 1 0 0 1 1 0 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 0 1 ",8.6273,1000,0,0,975,0.6;50M
930,50,"1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 ",8.5552,1000,0,0,760,0.6;50M
931,50,"1 0 1 0 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 ",8.7164,1000,0,0,584,0.6;50M
932,50,"1 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 ",9.0905,1050,0,0,833,0.6;50M
933,50,"1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 0 1 0 0 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 ",7.844,950,0,0,863,0.6;50M
934,50,"1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 ",8.8487,1000,0,0,411,0.6;50M
935,50,"1 0 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 ",10.3991,1200,0,0,785,0.6;50M
936,50,"0 1 1 0 1 1 1 0 1 0 0 1 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 0 ",9.1265,1050,0,0,913,0.6;50M
937,50,"0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 1 1 1 0 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 ",9.6838,1150,0,0,1057,0.6;50M
938,50,"1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 ",9.4378,1100,0,0,1042,0.6;50M
939,50,"1 0 0 1 1 0 0 1 0 1 0 0 1 1 0 1 0 1 1 1 0 0 0 1 1 0 1 1 0 1 0 1 0 1 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 ",8.7424,1000,0,0,994,0.6;50M
94,50,"1 1 0 1 0 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 1 ",8.6819,1000,0,0,931,0.6;50M
940,50,"1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 0 0 0 1 0 1 0 1 ",9.6102,1100,0,0,1046,0.6;50M
941,50,"1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 0 0 ",9.7287,1100,0,0,1005,0.6;50M
942,50,"1 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 0 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0 ",9.6551,1100,0,0,1091,0.6;50M
943,50,"1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 0 ",9.6055,1100,0,0,804,0.6;50M
944,50,"1 1 1 1 0 1 0 0 1 1 1 0 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 1 0 0 1 1 1 1 0 0 1 1 0 0 ",10.4534,1150,0,0,1111,0.6;50M
945,50,"0 1 1 1 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 ",10.3355,1200,0,0,1121,0.6;50M
946,50,"1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 0 ",8.5975,1000,0,0,877,0.6;50M
947,50,"1 0 0 0 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1 ",8.1706,950,0,0,939,0.6;50M
948,50,"0 0 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 ",9.3066,1100,0,0,903,0.6;50M
949,50,"1 1 1 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 1 ",9.6049,1100,0,0,817,0.6;50M
95,50,"1 1 1 0 1 1 1 1 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 1 1 0 1 0 0 1 1 1 1 1 0 ",10.2837,1150,0,0,1031,0.6;50M
950,50,"0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 0 0 ",10.475,1150,0,0,1116,0.6;50M
951,50,"0 1 1 0 1 0 1 0 1 0 0 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 0 0 1 0 1 ",9.5911,1100,0,0,1063,0.6;50M
952,50,"0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 ",8.5398,1000,0,0,945,0.6;50M
953,50,"1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 ",10.6007,1250,0,0,1159,0.6;50M
954,50,"0 0 0 1 0 0 1 1 1 0 1 0 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 0 1 ",10.1227,1100,0,0,703,0.6;50M
955,50,"0 1 0 1 0 1 1 0 1 0 1 1 1 1 0 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 0 0 0 1 1 1 0 ",9.683,1100,0,0,932,0.6;50M
956,50,"0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 1 1 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 ",8.2629,950,0,0,798,0.6;50M
957,50,"0 0 1 0 1 1 1 1 0 1 1 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 0 1 0 1 0 ",9.736,1100,0,0,1002,0.6;50M
958,50,"0 0 0 0 1 0 1 1 0 0 1 1 0 1 1 1 0 1 0 1 0 1 1 0 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 0 1 1 ",8.6708,1000,0,0,440,0.6;50M
959,50,"0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 ",8.6863,1000,0,0,959,0.6;50M
96,50,"1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 0 1 1 0 1 0 ",10.9925,1250,0,0,648,0.6;50M
960,50,"1 0 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 1 0 ",10.7605,1200,0,0,1137,0.6;50M
961,50,"0 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 ",10.1948,1150,0,0,952,0.6;50M
962,50,"1 1 0 0 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 ",9.4931,1100,0,0,1025,0.6;50M
963,50,"1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 0 0 ",9.5897,1100,0,0,1017,0.6;50M
964,50,"0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 ",10.6832,1200,0,0,540,0.6;50M
965,50,"1 0 1 1 0 0 0 0 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 1 1 ",9.9581,1150,0,0,1092,0.6;50M
966,50,"1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 0 1 0 0 1 1 1 0 1 ",9.1998,1050,0,0,953,0.6;50M
967,50,"0 1 1 1 0 1 0 1 1 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 1 0 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 0 ",7.4113,850,0,0,634,0.6;50M
968,50,"1 0 1 1 1 1 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 1 ",9.8733,1150,0,0,1092,0.6;50M
969,50,"0 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 0 0 0 0 1 0 1 1 1 0 0 1 ",9.4556,1100,0,0,1092,0.6;50M
97,50,"1 1 0 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 0 0 0 1 ",9.8053,1100,0,0,1071,0.6;50M
970,50,"1 1 0 0 0 0 1 0 1 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 0 ",8.2218,950,0,0,897,0.6;50M
971,50,"0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 ",10.6421,1200,0,0,416,0.6;50M
972,50,"1 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 1 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 ",8.7958,1000,0,0,834,0.6;50M
973,50,"0 1 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 1 0 1 0 0 0 1 ",8.9951,1000,0,0,978,0.6;50M
974,50,"1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 0 1 1 0 ",9.5917,1100,0,0,933,0.6;50M
975,50,"1 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 0 1 0 1 0 1 0 1 1 1 0 1 1 0 0 0 1 0 ",9.9227,1100,0,0,1086,0.6;50M
976,50,"0 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 ",10.9162,1200,0,0,1116,0.6;50M
977,50,"0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1 0 1 1 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 ",9.2108,1100,0,0,229,0.6;50M
978,50,"1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 ",9.3765,1050,0,0,579,0.6;50M
979,50,"0 1 1 1 1 0 1 1 1 0 1 0 0 0 1 0 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 1 0 0 1 1 0 1 0 0 ",9.2549,1050,0,0,759,0.6;50M
98,50,"1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 0 1 0 0 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 0 0 ",8.8942,1100,0,0,421,0.6;50M
980,50,"1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 0 1 0 0 0 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 ",10.0257,1150,0,0,965,0.6;50M
981,50,"1 0 0 1 1 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 ",8.2674,950,0,0,883,0.6;50M
982,50,"1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 0 1 0 1 1 0 1 0 0 1 1 0 1 1 0 1 ",8.5959,1000,0,0,992,0.6;50M
983,50,"1 1 0 1 1 0 1 0 1 0 0 0 1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 1 0 ",8.2217,950,0,0,900,0.6;50M
984,50,"0 1 1 1 0 1 1 0 1 0 1 0 1 0 1 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 0 1 0 1 0 0 1 0 1 1 0 0 1 1 0 ",8.3904,1000,0,0,974,0.6;50M
985,50,"1 0 0 1 1 0 1 1 0 0 1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 ",8.7805,1050,0,0,865,0.6;50M
986,50,"1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 ",10.5319,1200,0,0,492,0.6;50M
987,50,"1 1 0 0 0 1 1 1 1 0 0 0 0 1 1 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 1 1 ",8.2323,950,0,0,793,0.6;50M
988,50,"1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 ",9.1675,1050,0,0,1014,0.6;50M
989,50,"1 0 0 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 ",9.9648,1150,0,0,1144,0.6;50M
99,50,"1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 0 ",9.0718,1050,0,0,776,0.6;50M
990,50,"0 1 0 1 1 1 1 0 1 0 1 0 1 0 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 0 1 1 0 ",9.361,1100,0,0,979,0.6;50M
991,50,"0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 1 0 1 0 1 ",9.0627,1000,0,0,981,0.6;50M
992,50,"0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 0 0 0 1 ",9.6385,1100,0,0,735,0.6;50M
993,50,"0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 ",10.1514,1150,0,0,1149,0.6;50M
994,50,"1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 ",7.8298,900,0,0,385,0.6;50M
995,50,"0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 ",10.2053,1150,0,0,700,0.6;50M
996,50,"1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 ",7.9887,950,0,0,848,0.6;50M
997,50,"0 0 1 0 0 1 0 0 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 0 ",11.1077,1250,0,0,1081,0.6;50M
