ID,n,Result vector,Average Runtime [ms],Epsilon,Number of unsatisfied clauses
312,20,"1 1 1 0 1 1 0 1 1 1 1 0 1 0 0 0 0 0 1 1 ",82.68010000000001,0,0
313,20,"1 1 1 0 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 0 ",82.30055999999999,0,0
314,20,"1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 ",89.13672,0,0
315,20,"1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 ",83.8961,0,0
316,20,"1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 1 1 0 0 1 ",81.4914,0,0
317,20,"1 0 1 0 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 0 ",86.4382,0,0
318,20,"1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 ",86.37038,0,0
319,20,"1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 ",88.34421999999999,0.009419930167496204,0
32,20,"1 1 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 ",80.90836,0,0
320,20,"1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 ",85.0269,0,0
321,20,"1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 ",84.5995,0,0
322,20,"1 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 ",84.6292,0,0
323,20,"0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 0 1 ",80.34566,0,0
324,20,"1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 0 ",87.11998,0,0
325,20,"1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 ",88.30168,0.02415812574326992,0
326,20,"0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 1 ",80.15544,0.01171731948852539,0
327,20,"1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 ",88.16132,0,0
328,20,"0 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 0 1 1 ",80.4407,0,0
329,20,"0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0 0 1 0 ",80.19471999999999,0,0
33,50,"1 1 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 0 1 ",459.26066000000003,0,0
330,20,"1 1 0 1 0 0 1 0 1 1 1 1 1 1 0 1 0 0 0 1 ",79.22,0,0
331,20,"1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 1 0 ",88.66105999999999,0,0
332,20,"1 0 0 0 1 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1 ",82.18228,0,0
333,20,"1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 ",86.66832000000001,0,0
334,20,"0 0 0 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 ",85.9582,0,0
335,20,"0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 ",80.83144,0,0
336,20,"1 0 1 0 0 0 1 0 0 1 0 0 1 0 1 1 1 0 1 1 ",83.52276,0,0
337,20,"1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 ",82.48456,0,0
338,20,"1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 1 1 0 0 ",81.85177999999999,0,0
339,20,"0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 ",87.62494000000001,0,0
34,20,"1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 ",87.00594,0,0
340,50,"1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 ",455.64660000000003,0,0
341,50,"1 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 ",442.33688,0,0
342,20,"1 1 0 1 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 ",81.2253,0,0
343,20,"0 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0 1 1 1 1 ",77.65639999999999,0,0
344,20,"1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 ",83.09548,0,0
345,20,"1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 ",81.29408,0,0
346,20,"1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 0 1 ",78.55176,0,0
347,20,"1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 ",88.15263999999999,0,0
348,20,"1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 ",88.73798000000001,0,0
349,20,"1 0 0 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1 1 1 ",78.59304,0,0
35,20,"1 1 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 ",93.00041999999999,0,0
350,20,"1 0 0 1 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1 ",86.60112000000001,0,0
351,20,"1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 ",87.85496,0,0
352,20,"1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 ",85.2671,0,0
353,20,"1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 ",87.54738,0,0
354,20,"0 1 1 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 ",82.0969,0,0
355,20,"1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 ",89.34956,0,0
356,20,"1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 ",84.76916,0,0
357,20,"1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 0 1 0 1 1 ",78.15816,0,0
358,20,"1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 ",84.0541,0,0
359,20,"0 1 0 1 1 0 1 1 1 1 0 1 1 0 0 1 0 1 1 1 ",88.16842,0,0
36,20,"0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 ",100.89574,0,0
360,20,"1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 ",91.05312,0,0
361,20,"1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 ",86.77608000000001,0,0
362,20,"1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 ",85.96065999999999,0,0
363,20,"1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 ",92.89246,0,0
364,20,"1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 0 ",83.08588,0,0
365,20,"0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 ",84.88738,0,0
366,20,"1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 ",86.94076,0,0
367,20,"1 0 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 ",83.55454,0,0
368,20,"0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ",86.08838,0,0
369,20,"0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 ",87.88795999999999,0,0
37,20,"0 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 ",90.20582,0,0
370,20,"1 0 1 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1 0 0 ",80.95558,0,0
371,20,"0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 ",81.44566,0,0
372,20,"1 0 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 ",80.63932,0,0
373,20,"1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 ",84.9001,0,0
374,20,"0 0 1 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 ",81.24974,0,0
375,20,"1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 0 0 ",82.24354,0,0
376,20,"1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 ",84.37992,0,0
377,20,"1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 ",90.15212,0,0
378,20,"1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1 1 ",85.71206,0,0
379,20,"1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 ",94.93538,0,0
38,20,"1 1 1 1 1 0 1 1 0 1 0 1 0 1 0 0 1 1 1 0 ",84.5922,0,0
380,20,"1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 0 ",90.53796,0,0
381,20,"1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 ",89.72216,0,0
382,20,"0 1 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 ",84.35866,0,0
383,20,"0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 ",82.66646,0,0
384,20,"1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 ",89.6766,0,0
385,20,"1 0 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 ",79.90274,0,0
386,20,"1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 ",91.29787999999999,0,0
387,20,"0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 ",89.16288,0,0
388,20,"1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 ",91.49448,0,0
389,20,"1 0 1 1 1 1 0 0 0 0 1 1 0 1 1 1 1 1 0 1 ",80.93838,0,0
39,20,"0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 ",82.21404,0,0
390,20,"1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1 ",84.27868,0,0
391,20,"1 0 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 ",80.1307,0,0
392,20,"1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 ",81.32524,0.0036447979509830475,0
393,20,"1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 ",88.56523999999999,0,0
394,20,"1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 ",85.38202,0,0
395,20,"1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 ",92.98904,0,0
396,20,"1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 ",84.5829,0,0
397,20,"1 0 1 0 1 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 ",85.76617999999999,0,0
398,20,"1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 ",93.5449,0,0
399,20,"1 1 0 0 0 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 ",80.03666,0,0
4,20,"0 0 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 ",81.88096,0,0
40,20,"1 1 1 1 1 1 0 0 1 1 0 1 0 0 0 1 1 0 1 1 ",83.50406000000001,0,0
400,20,"0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 ",84.01541999999999,0,0
401,20,"1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ",85.98698,0,0
402,20,"1 0 1 0 1 0 1 1 1 0 0 1 1 1 0 1 0 0 1 1 ",82.82388,0,0
403,20,"1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 ",90.19888,0.007063298020511866,0
404,20,"1 0 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 ",84.12530000000001,0,0
405,20,"1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 ",82.17298,0,0
406,20,"1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 0 1 1 1 1 ",86.24,0,0
407,20,"1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 ",88.88774,0,0
408,20,"0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 ",95.40747999999999,0.024081429466605186,0
409,20,"1 1 1 0 1 1 1 1 0 0 1 0 0 1 0 0 1 1 1 1 ",81.19654,0,0
41,20,"0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ",85.52546,0,0
410,20,"1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 ",83.8173,0,0
411,20,"1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 ",85.36684,0,0
412,20,"0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 ",86.43451999999999,0,0
413,20,"1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 ",91.29263999999999,0,0
414,20,"1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 ",93.25136,0,0
415,20,"0 0 1 1 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 ",93.88734,0,0
416,20,"1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 ",90.72772,0,0
417,20,"1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 ",82.05364,0,0
418,20,"0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 ",91.27234,0,0
419,20,"1 0 1 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 0 1 ",81.56408,0,0
42,20,"1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 1 ",82.34932,0,0
420,20,"1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 ",90.81917999999999,0,0
421,20,"0 1 0 0 1 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 ",81.42992000000001,0,0
422,20,"1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 ",90.37386000000001,0,0
423,20,"0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 ",92.96572,0,0
424,20,"1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 ",86.90958,0,0
425,20,"1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 ",93.12336,0,0
426,20,"1 0 1 1 1 0 1 0 1 0 1 1 1 0 1 1 1 1 1 1 ",88.55954,0,0
427,20,"1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 ",90.58618,0,0
428,20,"1 1 1 0 1 0 0 1 1 1 1 0 0 0 1 1 0 1 1 1 ",87.03846,0,0
429,20,"1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 ",90.95072,0,0
43,20,"0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 ",97.80575999999999,0,0
430,20,"1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 0 1 ",97.93321999999999,0,0
431,20,"1 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 ",99.59276,0,0
432,20,"1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 ",103.47646,0,0
433,20,"0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 ",98.49864,0,0
434,20,"1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 ",90.7278,0,0
435,20,"1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0 ",87.29816,0,0
436,20,"0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 ",84.69524,0,0
437,20,"1 0 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 0 ",85.09814,0,0
438,20,"0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 ",83.27848,0,0
439,20,"1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 ",80.84734,0,0
44,20,"0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 0 1 1 ",91.85344,0,0
440,20,"1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0 1 1 ",84.00374000000001,0,0
441,20,"1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 ",80.28824,0,0
442,20,"0 0 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 0 ",88.34832,0,0
443,20,"1 1 0 0 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 1 ",79.7053,0,0
444,20,"0 1 0 1 0 1 1 1 0 1 0 1 0 1 1 0 0 1 1 1 ",82.91194,0,0
445,20,"1 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 ",79.4619,0,0
446,20,"1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 ",78.83364,0,0
447,20,"1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0 1 ",84.48662,0,0
448,20,"1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ",87.53788,0,0
449,20,"0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 ",84.04738,0,0
45,20,"1 1 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 ",80.81124,0,0
450,20,"0 1 1 0 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 ",82.11258000000001,0,0
451,20,"1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 ",83.37374,0,0
452,20,"0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 ",89.74376,0,0
453,20,"1 1 0 0 1 1 0 0 1 1 1 1 1 1 0 0 1 0 1 1 ",76.55073999999999,0,0
454,20,"1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 ",80.84478,0,0
455,20,"1 1 1 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 ",83.13390000000001,0,0
456,20,"0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 ",83.51454,0,0
457,20,"1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 ",85.4814,0,0
458,20,"1 0 0 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 ",78.56314,0,0
459,20,"1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 1 1 1 0 0 ",82.29802,0,0
46,20,"1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 ",83.67211999999999,0,0
460,20,"1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 ",93.05848,0,0
461,20,"1 1 0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 ",81.6272,0.014912019483745098,0
462,20,"1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 ",87.39772,0.023288637399673462,0
463,20,"1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 ",83.13584,0,0
464,20,"1 1 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 ",82.36287999999999,0,0
465,20,"1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 ",81.2985,0.0018709073774516582,0
466,20,"1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 0 0 ",77.49926,0.013894736766815186,0
467,20,"1 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 1 1 ",86.21488000000001,0,0
468,20,"1 0 1 1 1 1 1 0 1 0 1 1 1 0 1 0 0 0 1 1 ",80.62532,0,0
469,20,"1 0 0 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 ",81.6207,0,0
47,20,"0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 ",83.14562,0,0
470,20,"1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 ",87.11138,0,0
471,20,"1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 ",80.91087999999999,0,0
472,20,"1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 ",88.34299999999999,0.0005223295884206891,0
473,20,"1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1 1 1 0 ",79.07138,0,0
474,20,"1 0 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 ",79.7484,0,0
475,20,"1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0 1 ",81.31656000000001,0,0
476,20,"1 1 0 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1 1 1 ",82.7797,0,0
477,20,"1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 ",86.70764,0,0
478,20,"1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 ",84.10396,0,0
479,20,"0 1 1 0 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 ",81.03242,0,0
48,20,"1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 ",88.08068,0,0
480,20,"1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 ",88.22942,0,0
481,20,"1 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 ",89.1237,0,0
482,20,"0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 ",83.98238,0,0
483,20,"0 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 ",81.84114,0,0
484,20,"1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 ",82.5783,0,0
485,20,"0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 ",83.46068,0,0
486,20,"0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 ",78.41746,0,0
487,20,"1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 ",87.34938,0,0
488,20,"1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 ",91.59954,0,0
489,20,"1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 ",84.65209999999999,0,0
49,20,"0 0 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 ",80.3073,0,0
490,20,"1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 ",94.57437999999999,0,0
491,20,"1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 ",89.10964,0,0
492,20,"1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 ",82.49284,0,0
493,20,"1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 ",87.67161999999999,0,0
494,20,"1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 ",81.38502,0,0
495,20,"1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 ",82.03098,0,0
496,20,"1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 ",82.39439999999999,0,0
497,20,"1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 1 0 ",85.04696,0,0
498,20,"1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 ",86.453,0,0
499,20,"1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 ",88.94348,0,0
5,20,"0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 ",83.59832,0,0
50,20,"0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 0 1 ",82.10534,0,0
500,20,"1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 0 1 0 0 ",81.97876,0,0
501,20,"1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 ",86.61906,0,0
502,20,"1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 ",88.06214,0,0
503,20,"1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 ",82.31588,0,0
504,20,"1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 ",79.69872000000001,0,0
505,20,"0 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 1 1 1 ",82.90990000000001,0,0
506,20,"1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 ",83.67042000000001,0,0
507,20,"1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 0 1 ",97.43802,0,0
508,20,"0 1 1 0 0 0 0 1 1 1 1 0 1 0 1 1 1 1 1 1 ",94.27128,0,0
509,20,"0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 0 ",99.50273999999999,0.020021075382828712,0
51,20,"1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 ",90.31034,0,0
510,20,"1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 ",88.74238,0,0
511,20,"1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 ",91.73742,0,0
512,20,"1 0 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1 ",82.21344,0,0
513,20,"1 1 1 0 1 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1 ",85.84308,0,0
514,20,"1 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 ",91.42125999999999,0,0
515,20,"1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 1 1 ",86.65626,0,0
516,20,"1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 ",79.21668,0,0
517,20,"1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 ",90.41376,0,0
518,20,"1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 ",93.57736,0,0
519,20,"1 0 0 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 ",84.88844,0,0
52,20,"0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 ",82.80262,0,0
520,20,"1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 ",92.73082000000001,0,0
521,20,"1 1 1 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 ",82.537,0,0
522,20,"1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 ",83.62501999999999,0,0
523,20,"1 1 1 1 1 0 1 0 1 1 0 1 0 1 1 0 1 1 1 1 ",90.44897999999999,0,0
524,20,"1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 ",90.66114,0,0
525,20,"0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 ",83.987,0,0
526,20,"0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 ",85.05058,0,0
527,20,"1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 ",91.15584,0,0
528,20,"0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 ",83.70324000000001,0,0
529,20,"1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 ",90.62736,0,0
